Article,Sentence,Span,Start,End
article705409419,"An old friend he had not seen in more than twenty years and would never have expected to meet in Rome, who is now an archbishop, appeared suddenly from between two parked cars, renewed acquaintances and, referring to one of Father Weinandy’s books, said: “Keep up the good writing.”
",,-1,-1
article705409419,"Writes Fr.
",,-1,-1
article705409419,"Weinandy: “I could hardly believe that this just happened in a matter of a few minutes.
",,-1,-1
article705409419,"But there was no longer any doubt in my mind that Jesus wanted me to write something.
",,-1,-1
article705409419,"I also think it significant that it was an Archbishop that Jesus used.
",,-1,-1
article705409419,"I considered it an apostolic mandate.”
",,-1,-1
article705409419,"Can we doubt that it was indeed an apostolic mandate?
",,-1,-1
article705409419,"Can we not see in Fr.
",,-1,-1
article705409419,"Weinandy a voice raised up by heaven itself to say, from deep within the post-conciliar ecclesial establishment, things that exceed in their candor what even certain traditionalist commentators have ventured to state?
","from deep within the post-conciliar ecclesial establishment, things that exceed in their candor",52,147
article705409419,"This article is featured in the new Print/E-edition of The Remnant.
",,-1,-1
article705409419,"Check out the PREVIEW and Subscribe Today!
",,-1,-1
article705409419,"As if to confirm the validity of his own indictment of this pontificate, only a day after this letter was published, the USCCB demanded that Fr.
",,-1,-1
article705409419,"Weinandy resign his current position as a consultant to the U.S. bishops.
",,-1,-1
article705409419,"He has done so.
",,-1,-1
article705409419,"Fr.
",,-1,-1
article705409419,"Fessio’s Catholic World Report, another voice of the rising mainstream opposition to Francis, notes that “In making such a request, the USCCB, it would appear, reinforces Fr.
",,-1,-1
article705409419,"Weinandy’s very point about fearfulness and lack of transparency.”
",,-1,-1
article705409419,"Fr.
",,-1,-1
article705409419,"Weinandy’s intervention gives us hope that the plan to remake the Church according to the mind of Bergoglio will ultimately encounter a resistance that will bring an end to the Latin American-style dictatorship Francis has imposed upon the Church, even as he speaks of dialogue, collegiality, decentralization and parreshia (but only for those who agree with him).
",,-1,-1
article705409419,"The plan that ultimately must fail may well fail even while Francis is attempting to carry it out.
",,-1,-1
article705409419,"May Our Lady of Fatima intercede soon to thwart the designs of Francis and to rectify the grave harm he has already caused.
",,-1,-1
article705409419,"""We don't like you 'rigid' Catholics!""
",,-1,-1
article705409419,"Pope Francis meets meets with Lutheran leader, Bishop Munib Younan, in Sweden
",,-1,-1
article706088110,"America's Immigration Voice.
",,-1,-1
article706088110,"Years ago numerous Indonesian Christians came illegally to the United States and submitted asylum applications.
",,-1,-1
article706088110,"Those asylum applications were reviewed by the Executive Office for Immigration Review (EOIR), the immigration courts.
",,-1,-1
article706088110,"The claims were rejected as unsubstantiated and the illegal aliens ordered deported.
",,-1,-1
article706088110,"However, the Department of Homeland Security (DHS) declined to enforce those deportation orders, called Final Order Of Removal
",,-1,-1
article706088110,"During the 10 or so years that the cases involving Indonesian Christians were free to remain in the United States, those illegal aliens did not make any effort to appeal their outstanding orders.
",,-1,-1
article706088110,"Then the United States had an election, and the policy of not enforcing those and many other Final Orders of Removal was ended.
",,-1,-1
article706088110,"Then suddenly, those illegal aliens claimed they were being denied an opportunity to file for asylum or were not receiving due process.
",illegal aliens ,21,36
article706088110,"They filed a case in the Federal courts and were assigned to a Kritarch, Patti Saris, who apparently thinks she runs immigration policy, even after aliens have had their day in court.
","who apparently thinks she runs immigration policy,",86,136
article706088110,"Saris thinks she can usurp the Constitution of the United States based on her whims regarding immigration policy.
",,-1,-1
article706088110,"Kritarch Patti Saris
",,-1,-1
article706088110,"In her latest excursion into immigration enforcement policy, she decided that illegal aliens can't be held in custody for their return to their home country.
",illegal aliens ,78,93
article706088110,"BOSTON (Reuters) - A U.S. judge on Wednesday ordered the release of an illegal immigrant who is among 47 Indonesians in New Hampshire challenging the Trump administration’s order to deport them.
",,-1,-1
article706088110,"The man, Terry Rombot, had been allowed to remain under the terms of a 2010 deal with U.S. Immigration and Customs Enforcement until this year, when President Donald Trump instructed ICE that all people living in the United States illegally were subject to deportation.
",,-1,-1
article706088110,"[U.S. Judge Frees Indonesian Immigrant Held By Trump Order, by Nate Raymond, Reuters, November 1, 2017]
",,-1,-1
article706088110,"First, let's deal with the misleading reporting.
",,-1,-1
article706088110,"Rombot was not taken into custody based on any ICE policy of deporting all illegal aliens.
",illegal aliens,75,89
article706088110,"Rombot was taken into custody because he had an outstanding Final Order Of Removal; that's a big difference and symptomatic of the lies from reporters like Raymond.
",,-1,-1
