id,span,propaganda
3508,Kill the Messenger,1
3509,"advancement to religious vows and ordination should be barred to those who are afflicted with evil tendencies to homosexuality or pederasty, since for them the common life and the priestly ministry would constitute serious dangers",1
3510,Yet there is little doubt they will continue the same polemic that for nearly sixty years has doggedly defended every one of the ruinous “reforms” that have resulted in a debacle without equal in Church history,1
3511,a Sisyphean task ,1
3512,"emerges mountainously into view, never to be buried again",1
3513,In those capacities he had access to documents and witnesses that corroborate his own firsthand testimony.,0
3514,"Before he was papal nuncio in Washington, Viganò headed the Governorate of Vatican City State after having served as Nuncio in Nigeria, a Delegate for the Pontifical Representatives of the Secretary of State of the Holy See and a Member of the Disciplinary Commission of the Roman Curia.",0
3515,[emphasis in original],0
3516,extremely dramatic moment ,1
3517,encouraged the wolves to continue to tear apart the sheep ,1
3518,[my emphasis] Francis is abdicating the mandate which Christ gave to Peter to confirm the brethren.,0
3519,evil pastors ,1
3520,someone he knew well to be a pervert,1
3521,"the Church’s supreme pastor, who in the case of McCarrick not only did not oppose evil but associated himself in doing evil with someone he knew to be deeply corrupt",1
3522,"If we do not oppose evil, we tacitly feed it.",0
3523,"At the Angelus on Sunday, August 12, 2018 Pope Francis said these words: “Everyone is guilty for the good he could have done and did not do ...",0
3524,this indefectible truth ,1
3525,"As to Bergoglio in particular, he courageously states openly the truth that so many of his brethren know but fear to speak in public:",0
3526,"Viganò concludes his testimony by declaring that all of the prelates involved (many others are implicated), including Bergoglio, should resign their offices for the good of the Church.",0
3527,As Edward Pentin notes: “all 3 prelates have since been special advisors of Francis or rehabilitated by him,1
3528,trusted counselor,1
3529,"Evidently already aware of these facts, however, Bergoglio not only rehabilitated McCarrick but made him a “trusted counselor” who advised the elevation of the pro-homosexual prelates Blase Cupich, Joseph Tobin and Kevin Farrell to the College of Cardinals and the prominent episcopal sees they now discredit.",0
3530,"Regarding Bergoglio, Viganò testifies that in 2013 he personally informed him about McCarrick’s history, the dossier of the Congregation for Bishops on his sexual crimes against boys and young men, and the disciplinary sanctions imposed upon him by Benedict XVI (forbidding residence in a seminary, public appearances and Masses).",0
3531,astonishing and indeed providential development,1
3532,the explosive story ,1
3533,"In his eleven-page account, affirmed under oath, the Archbishop, marking a turning point in Church history, declares that senior Vatican officials, including former Secretaries of State Angelo Sodano and Tarcisio Bertone as well as Cardinal Óscar Andrés Rodríguez Maradiaga, coordinator of Pope Bergoglio’s “Council of Cardinals”, covered up McCarrick’s decades of sexual predation and that Bergoglio himself continued the coverup.",0
3534,the Neo-Catholics Panic,1
3535,Article posted with permission from Robert Spencer,0
3536,But they will.,0
3537,They have yet to come to grips with the fact that “extremism” is and always has been so distressingly widespread in Muslim communities.,0
3538,an “extremist,1
3539,"Western authorities should be pondering his words, and their implications, very carefully.",0
3540,"Meanwhile, Said Khecharem and other Islamic spokesmen openly call for Muslims to engage in jihad conquest.",0
3541,"There is still no mosque or Islamic school in the United States that teaches young Muslims why they should reject the understanding of Islam taught by al-Qaeda, ISIS, and other jihad terror groups",1
3542,"Islamic groups in the West issue pro-forma condemnations after every jihad terror attack, but are doing little or nothing to try to prevent the next one.",0
3543,So it is today.,0
3544,"While it is undoubtedly true that not all Muslims in any given age have ever waged jihad, there has never been in Islamic history an Islamic entity or organization that was opposed to waging jihad and dedicated to stopping those who were waging it.",0
3545,"As the jihadis move against non-Muslim states without any letup, pause, period of coexistence, period of tolerance, reformation, or reconsideration, there never appears any force of Muslims to oppose them.",0
3546,What is noteworthy also about The History of Jihad is something that it does not contain.,0
3547,"And so it is today: Said Khecharem has enunciated that responsibility more clearly and directly than most Muslim spokesmen do these days, but he is by no means the only one who believes that it exists.",0
3548,"The History of Jihad shows from the accounts of eyewitnesses and contemporary chroniclers through the ages that in every age and in every place where there were Muslims, some of them believed that they had a responsibility given to them by Allah to wage war against and subjugate unbelievers under the rule of Islamic law.",0
3549,"This was, for fourteen centuries, mainstream, normative Islam, carried forth by the primary authorities in the Islamic world at the time.",0
3550,"a “tiny minority of extremists,” abhorred by the vast majority of peaceful Muslims for “hijacking” their religion",1
3551,"As I show in my book The History of Jihad From Muhammad to ISIS , the great caliphates of history, from the immediate post-Muhammad period of the “Rightly Guided Caliphs” to the Umayyads, Abbasids, and Ottomans, as well as other Islamic states, all waged relentless jihad warfare against non-Muslims, subjugating them under the rule of Islamic law and denying them basic rights.",0
3552,"The word khalifa means “successor”; the caliph in Sunni Islamic theology is the successor of Muhammad as the military, political, and spiritual leader of the Muslims.",0
3553,Nor is the desire to establish a global caliphate limited to Hizb ut-Tahrir alone.,0
3554,"He was speaking at Hizb ut-Tahrir’s International Caliphate Conference; although Hizb ut-Tahrir is banned in many countries, it still has an international presence, and recently held a conference in Chicago.",0
3555,Khecharem is not some deluded fanatic raving on a Tunisian street corner.,0
3556,"They should, however.",0
3557,"If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.",0
3558,after the elimination of the filthy Jewish entity,1
3559,a swipe at the Jews,1
3560,You also agree to this site's Privacy Policy and Terms of Use.,0
3561,You may opt out at anytime.,0
3562,Completing this poll grants you access to Freedom Outpost updates free of charge.,0
3563,Email This field is for validation purposes and should be left unchanged.,0
3564,Email *,0
3565,"No, he will not be confirmed.",0
3566,"* Yes, he will be confirmed.",0
3567,Will Brett Kavanaugh be confirmed to the Supreme Court?,0
3568,Will Brett Kavanaugh be confirmed to the Supreme Court?,0
3569,Will Brett Kavanaugh be confirmed to the Supreme Court?,0
3570,take our poll - story continues below,0
3571,"My brothers, the implication of this today should be the establishment of an Islamic state over all the lands of the Muslims.”",0
3572,"According to the Middle East Media Research Institute (MEMRI), Khecharem also said: “After the laws of Allah were abandoned, and the heretic regimes were imposed on the Muslims, the most important thing to do is to restore the rule of the Muslims, through the Quran and the Sunna, in order to renew Islamic life and to deliver the Islamic message to the world.",0
